duration,packets,bytes,packetsPerSecond,bytesPerSecond,averagePacketSize,srcPort,dstPort,protocol
33.8502,7,658,0.206794,19.4386,94,443,33006,6
33.1658,6,564,0.180909,17.0054,94,443,33246,6
33.5201,6,564,0.178997,16.8257,94,443,59772,6
35.426,7,658,0.197595,18.5739,94,443,59272,6
86.113,28,29590,0.325154,343.618,1056.79,443,36138,6
33.5479,6,564,0.178849,16.8118,94,443,60676,6
33.2482,6,564,0.180461,16.9633,94,443,58144,6
33.4254,6,564,0.179504,16.8734,94,443,52578,6
33.6809,6,564,0.178143,16.7454,94,443,46650,6
33.0435,6,564,0.181579,17.0684,94,443,33234,6
33.5216,7,658,0.20882,19.6291,94,443,52528,6
33.1907,6,564,0.180774,16.9927,94,443,60730,6
35.5775,7,658,0.196754,18.4948,94,443,46468,6
35.5325,7,658,0.197003,18.5183,94,443,59214,6
33.2253,5,470,0.150488,14.1458,94,443,33134,6
33.5219,7,658,0.208819,19.629,94,443,52430,6
33.641,7,658,0.208079,19.5594,94,443,57954,6
33.5928,6,564,0.178609,16.7893,94,443,52024,6
35.19,7,658,0.19892,18.6985,94,443,59198,6
33.4919,6,564,0.179148,16.8399,94,443,51986,6
0,1,94,0,0,94,443,60750,6
33.3465,7,658,0.209917,19.7322,94,443,46872,6
33.2677,6,564,0.180355,16.9534,94,443,52218,6
33.4024,6,564,0.179628,16.885,94,443,59788,6
33.2897,5,470,0.150196,14.1185,94,443,52204,6
0,1,94,0,0,94,443,52500,6
33.6318,7,658,0.208136,19.5648,94,443,59520,6
33.4494,7,658,0.209271,19.6715,94,443,60624,6
33.0852,5,470,0.151125,14.2057,94,443,59720,6
33.5221,7,658,0.208818,19.6289,94,443,33104,6
33.3252,6,564,0.180044,16.9242,94,443,59582,6
33.6597,7,658,0.207964,19.5486,94,443,59470,6
33.2697,5,470,0.150287,14.127,94,443,58092,6
33.3099,6,564,0.180127,16.9319,94,443,59686,6
33.2319,6,564,0.180549,16.9716,94,443,60718,6
35.3904,7,658,0.197794,18.5926,94,443,32778,6
35.3133,7,658,0.198226,18.6332,94,443,60988,6
35.7659,6,564,0.167758,15.7692,94,443,60304,6
33.4704,5,470,0.149386,14.0423,94,443,52580,6
33.4732,6,564,0.179248,16.8493,94,443,52184,6
33.7233,6,564,0.177919,16.7244,94,443,33098,6
35.7533,6,564,0.167817,15.7748,94,443,59224,6
33.0357,6,564,0.181622,17.0724,94,443,59706,6
33.7295,7,658,0.207534,19.5082,94,443,46754,6
33.6917,6,564,0.178085,16.74,94,443,52348,6
33.5455,6,564,0.178862,16.813,94,443,46998,6
33.5638,6,564,0.178764,16.8038,94,443,52558,6
33.3417,6,564,0.179955,16.9158,94,443,59610,6
33.6615,6,564,0.178245,16.755,94,443,57820,6
33.1178,6,564,0.181171,17.0301,94,443,52222,6
33.2658,6,564,0.180365,16.9544,94,443,60666,6
33.4665,6,564,0.179284,16.8527,94,443,57940,6
33.7298,6,564,0.177884,16.7211,94,443,60600,6
33.6324,7,658,0.208133,19.5645,94,443,52390,6
33.298,7,658,0.210223,19.7609,94,443,52440,6
35.7563,6,564,0.167802,15.7734,94,443,52122,6
33.6532,7,658,0.208004,19.5524,94,443,51994,6
33.381,5,470,0.149786,14.0799,94,443,52606,6
35.6813,6,564,0.168155,15.8066,94,443,46412,6
35.1918,7,658,0.19891,18.6975,94,443,51756,6
35.367,6,564,0.16965,15.9471,94,443,59208,6
33.489,6,564,0.179163,16.8414,94,443,59786,6
33.194,7,658,0.210882,19.8229,94,443,58074,6
33.4133,7,658,0.209498,19.6928,94,443,33108,6
33.5891,7,658,0.208401,19.5897,94,443,52438,6
33.3908,6,564,0.17969,16.8909,94,443,47028,6
33.2438,6,564,0.180485,16.9656,94,443,58028,6
33.234,6,564,0.180538,16.9706,94,443,60710,6
33.4694,7,658,0.209146,19.6597,94,443,46842,6
35.5088,6,564,0.168972,15.8834,94,443,52118,6
33.6324,7,658,0.208132,19.5644,94,443,59540,6
34.0508,10,940,0.293679,27.6058,94,443,46860,6
33.2711,6,564,0.180337,16.9516,94,443,52216,6
33.2137,6,564,0.180648,16.981,94,443,59600,6
33.7356,7,658,0.207496,19.5046,94,443,59424,6
33.6092,6,564,0.178522,16.7811,94,443,59678,6
35.3205,6,564,0.169873,15.9681,94,443,57690,6
35.6614,7,658,0.19629,18.4513,94,443,32796,6
33.8438,7,658,0.206832,19.4422,94,443,57854,6
33.5385,5,470,0.149083,14.0138,94,443,59696,6
86.2344,100,15510,1.15963,179.859,155.1,36706,443,6
33.4309,6,564,0.179475,16.8706,94,443,33230,6
33.253,7,658,0.210507,19.7877,94,443,59626,6
33.3071,6,564,0.180142,16.9333,94,443,57986,6
33.583,6,564,0.178662,16.7942,94,443,52636,6
33.9174,7,658,0.206384,19.4001,94,443,46878,6
33.0885,5,470,0.15111,14.2043,94,443,46968,6
33.923,5,470,0.147393,13.8549,94,443,59600,6
33.8748,6,564,0.177123,16.6495,94,443,33232,6
33.529,7,658,0.208775,19.6248,94,443,60650,6
33.8261,7,658,0.206941,19.4524,94,443,60764,6
33.6029,6,564,0.178556,16.7843,94,443,59730,6
35.3701,7,658,0.197907,18.6033,94,443,46490,6
35.409,6,564,0.169448,15.9281,94,443,46480,6
33.4634,7,658,0.209184,19.6633,94,443,59572,6
33.0285,6,564,0.181662,17.0762,94,443,59696,6
33.5616,6,564,0.178776,16.8049,94,443,52180,6
33.311,7,658,0.210141,19.7532,94,443,60808,6
33.5232,7,658,0.208811,19.6282,94,443,52056,6
35.6521,6,564,0.168293,15.8195,94,443,60328,6
33.5957,5,470,0.148829,13.9899,94,443,52526,6
32.9622,6,564,0.182027,17.1105,94,443,52518,6
33.6285,7,658,0.208157,19.5667,94,443,52016,6
33.5068,7,658,0.208913,19.6378,94,443,52122,6
0,1,86,0,0,86,443,59152,6
0,1,86,0,0,86,443,60220,6
0,1,86,0,0,86,443,51658,6
0,1,86,0,0,86,443,46268,6
0,1,86,0,0,86,443,60894,6
88.3924,144,13069,1.6291,147.852,90.7569,36210,443,6
87.9317,37,41800,0.420781,475.369,1129.73,443,36332,6
87.9179,389,515831,4.42458,5867.19,1326.04,443,36196,6
88.1455,176,228693,1.9967,2594.49,1299.39,443,36210,6
88.2106,115,14243,1.3037,161.466,123.852,35888,443,6
0,1,86,0,0,86,443,59132,6
87.5021,95,117808,1.08569,1346.35,1240.08,443,36154,6
86.8304,64,75773,0.737069,872.655,1183.95,443,35914,6
87.2258,179,15691,2.05215,179.889,87.6592,36316,443,6
86.9381,159,15124,1.82889,173.963,95.1195,35684,443,6
87.7444,86,13021,0.980119,148.397,151.407,36154,443,6
88.2121,46,10255,0.52147,116.254,222.935,36332,443,6
87.0026,60,11067,0.689635,127.203,184.45,35914,443,6
86.8617,172,222008,1.98016,2555.88,1290.74,443,35684,6
88.0348,113,142135,1.28358,1614.53,1257.83,443,35888,6
88.1667,320,31773,3.62949,360.374,99.2906,36196,443,6
86.9471,218,285568,2.50727,3284.39,1309.94,443,36316,6
0,1,1354,0,0,1354,443,35856,6
0,1,1354,0,0,1354,443,36304,6
0,1,86,0,0,86,443,60242,6
0,1,86,0,0,86,443,51718,6
0,1,86,0,0,86,443,46284,6
0,1,86,0,0,86,443,57556,6
0,1,86,0,0,86,443,46304,6
0,1,86,0,0,86,443,60936,6
0,1,86,0,0,86,443,60950,6
0,1,86,0,0,86,443,60136,6
0,1,86,0,0,86,443,60120,6
0,1,86,0,0,86,443,60934,6
0,1,86,0,0,86,443,57568,6
0,1,86,0,0,86,443,46276,6
0,1,86,0,0,86,443,57502,6
0,1,86,0,0,86,443,59168,6
0,1,86,0,0,86,443,51714,6
0,1,86,0,0,86,443,46314,6
0,1,86,0,0,86,443,51694,6
0,1,86,0,0,86,443,52062,6
0,1,86,0,0,86,443,59136,6
0,1,86,0,0,86,443,52040,6
0,1,86,0,0,86,443,59166,6
88.966,288,380355,3.23719,4275.28,1320.68,443,36018,6
89.2984,40,8329,0.447936,93.2715,208.225,36138,443,6
88.8528,318,31479,3.57895,354.283,98.9906,35930,443,6
0,1,86,0,0,86,443,57528,6
90.1949,176,226161,1.95133,2507.47,1285.01,443,36132,6
89.6959,432,575347,4.81627,6414.42,1331.82,443,35974,6
90.3975,90,112247,0.995603,1241.7,1247.19,443,35682,6
89.6967,222,292279,2.47501,3258.53,1316.57,443,35956,6
89.8772,190,18167,2.114,202.131,95.6158,35956,443,6
88.8275,174,227352,1.95885,2559.48,1306.62,443,35786,6
89.7745,167,18670,1.86022,207.965,111.796,35966,443,6
89.6526,59,11031,0.658096,123.042,186.966,36426,443,6
89.0706,304,28909,3.41302,324.563,95.0954,35826,443,6
89.294,105,132582,1.17589,1484.78,1262.69,443,35750,6
0,1,66,0,0,66,35856,443,6
89.3422,57,7875,0.637996,88.1442,138.158,35712,443,6
90.4571,90,8933,0.994947,98.754,99.2556,35682,443,6
89.8882,338,32417,3.76023,360.637,95.9083,35974,443,6
89.3889,103,11534,1.15227,129.032,111.981,35750,443,6
0,1,86,0,0,86,443,60178,6
89.0646,133,16551,1.4933,185.831,124.444,35946,443,6
89.5824,189,245058,2.10979,2735.56,1296.6,443,35966,6
89.3963,177,19357,1.97995,216.53,109.362,35770,443,6
0,1,86,0,0,86,443,52054,6
89.1733,248,25428,2.7811,285.153,102.532,36018,443,6
88.9217,382,505600,4.29592,5685.9,1323.56,443,35826,6
88.8965,90,13241,1.01241,148.949,147.122,35872,443,6
0,1,86,0,0,86,443,52012,6
88.8899,148,189572,1.66498,2132.66,1280.89,443,35946,6
90.4265,159,17495,1.75833,193.472,110.031,36132,443,6
0,1,86,0,0,86,443,51710,6
89.3601,57,68869,0.637868,770.69,1208.23,443,36426,6
88.9526,149,16709,1.67505,187.842,112.141,35786,443,6
0,1,1354,0,0,1354,443,35698,6
89.6284,147,17956,1.6401,200.338,122.15,35778,443,6
89.2606,65,78424,0.728205,878.596,1206.52,443,35712,6
89.7326,114,144822,1.27044,1613.93,1270.37,443,35754,6
89.2933,203,265330,2.27341,2971.44,1307.04,443,35770,6
0,1,66,0,0,66,36304,443,6
89.5056,148,189515,1.65353,2117.35,1280.51,443,35778,6
88.7323,90,113636,1.01429,1280.66,1262.62,443,35872,6
0,1,86,0,0,86,443,60190,6
0,1,66,0,0,66,35698,443,6
88.6773,377,502213,4.25137,5663.38,1332.13,443,35930,6
89.8316,107,14285,1.19112,159.02,133.505,35754,443,6
0,1,86,0,0,86,443,57576,6
0,1,66,0,0,66,443,36038,6
90.0413,24,3040,0.266544,33.7623,126.667,443,41227,17
6.01894,7,1110,1.163,184.418,158.571,36038,443,6
2.17199,2,388,0.920812,178.638,194,36224,443,6
12.3674,5,496,0.40429,40.1056,99.2,443,55960,6
19.7148,26,11548,1.31881,585.754,444.154,853,50224,6
19.7665,35,4980,1.77067,251.942,142.286,50224,853,6
28.4272,7,603,0.246243,21.2121,86.1429,55960,443,6
19.7811,8,3649,0.404427,184.469,456.125,443,53172,6
50.0738,6,528,0.119823,10.5444,88,443,32866,6
2.99109,2,120,0.668652,40.1191,60,443,36224,6
3.28904,2,132,0.608079,40.1332,66,443,36500,6
3.32372,2,132,0.601736,39.7146,66,443,36448,6
3.21292,2,132,0.622486,41.0841,66,443,36228,6
3.32199,2,132,0.602049,39.7353,66,443,35970,6
94.9477,23,8526,0.242239,89.7968,370.696,36228,443,6
95.0602,24,9386,0.252472,98.7374,391.083,36448,443,6
95.9556,98,12730,1.02131,132.666,129.898,36026,443,6
14.5363,6,478,0.412759,32.8831,79.6667,59482,443,6
95.0255,24,9374,0.252564,98.6472,390.583,36500,443,6
1.90851,4,339,2.09588,177.626,84.75,443,59482,6
95.059,22,8412,0.231435,88.4924,382.364,35970,443,6
6.9879,3,198,0.429314,28.3347,66,443,36458,6
6.41485,3,198,0.467665,30.8659,66,443,36338,6
6.89669,3,234,0.434991,33.9293,78,443,36254,6
6.8667,3,234,0.436891,34.0775,78,443,36114,6
7.00765,3,198,0.428103,28.2548,66,443,36064,6
6.67612,3,198,0.449363,29.658,66,443,35988,6
13.0112,4,544,0.307427,41.8101,136,36380,443,6
12.5748,9,1266,0.715718,100.678,140.667,36370,443,6
12.887,8,951,0.620779,73.7951,118.875,36114,443,6
12.7551,9,1266,0.705598,99.2541,140.667,36034,443,6
6.73494,3,198,0.445439,29.3989,66,443,36034,6
12.9171,9,1017,0.696752,78.733,113,36254,443,6
98.7425,25,9440,0.253184,95.6022,377.6,36064,443,6
6.55231,3,198,0.457854,30.2184,66,443,36370,6
98.4111,17,8202,0.172745,83.3443,482.471,35988,443,6
98.1495,19,8598,0.193582,87.601,452.526,36338,443,6
6.98867,3,198,0.429266,28.3316,66,443,36380,6
13.0106,9,1266,0.691746,97.3056,140.667,36458,443,6
7.16368,3,198,0.418779,27.6394,66,443,36182,6
7.1293,3,198,0.420799,27.7727,66,443,36172,6
7.25199,3,198,0.41368,27.3029,66,443,36094,6
100.802,137,12325,1.3591,122.269,89.9635,36242,443,6
7.17899,3,198,0.417886,27.5805,66,443,36056,6
7.35369,3,198,0.407958,26.9253,66,443,36310,6
100.547,157,200388,1.56145,1992.97,1276.36,443,36242,6
98.9121,25,9464,0.25275,95.6809,378.56,36056,443,6
99.5218,358,30483,3.5972,306.295,85.148,35794,443,6
98.8984,25,9464,0.252785,95.6941,378.56,36182,443,6
99.0904,25,9440,0.252295,95.2666,377.6,36310,443,6
98.8942,23,8768,0.232572,88.6604,381.217,36294,443,6
98.864,25,9464,0.252873,95.7274,378.56,36172,443,6
98.9868,25,9464,0.252559,95.6088,378.56,36094,443,6
99.3911,467,615798,4.69861,6195.7,1318.63,443,35794,6
7.15745,3,198,0.419144,27.6635,66,443,36294,6
7.10803,3,198,0.422058,27.8558,66,443,36080,6
98.8429,25,9452,0.252927,95.6265,378.08,36080,443,6
0,1,86,0,0,86,36282,443,6
0,1,109,0,0,109,50416,53,17
3.00192,4,860,1.33248,286.483,215,60498,1900,17
27.0971,12,4095,0.442851,151.123,341.25,443,53312,6
102.024,70,87759,0.686114,860.181,1253.7,443,35724,6
101.575,67,81109,0.659609,798.511,1210.58,443,36270,6
100.763,273,358748,2.70934,3560.33,1314.1,443,35984,6
102.24,34,35141,0.33255,343.71,1033.56,443,36344,6
101.645,91,112316,0.895273,1104.98,1234.24,443,35898,6
102.328,179,232768,1.74929,2274.74,1300.38,443,35820,6
101.813,77,12321,0.756289,121.016,160.013,35898,443,6
100.891,466,616816,4.61885,6113.7,1323.64,443,36516,6
102.476,166,17120,1.61989,167.063,103.133,35820,443,6
101.072,143,14523,1.41483,143.689,101.559,35728,443,6
101.639,108,136616,1.06258,1344.13,1264.96,443,36476,6
27.023,100,123211,3.70055,4559.49,1232.11,443,53290,6
101.243,86,13142,0.849445,129.807,152.814,35774,443,6
102.711,136,16831,1.32411,163.868,123.757,35800,443,6
100.961,245,25281,2.42668,250.404,103.188,35984,443,6
101.246,157,15357,1.55068,151.681,97.8153,36048,443,6
101.956,112,15603,1.09852,153.037,139.312,36476,443,6
102.58,136,174538,1.3258,1701.49,1283.37,443,35800,6
101.123,78,94814,0.771339,937.611,1215.56,443,35774,6
102.107,75,12233,0.73452,119.805,163.107,35724,443,6
0,1,1354,0,0,1354,443,36282,6
101.02,183,239473,1.81152,2370.55,1308.6,443,36048,6
100.984,166,212593,1.64383,2105.22,1280.68,443,35728,6
55.5843,14,5912,0.25187,106.361,422.286,59042,443,6
27.6276,98,11783,3.54718,426.494,120.235,53290,443,6
101.836,72,11398,0.707019,111.925,158.306,36270,443,6
102.523,41,10409,0.399909,101.528,253.878,36344,443,6
0,1,342,0,0,342,42218,443,6
4.68817,6,408,1.27982,87.0275,68,51950,853,6
55.9166,13,5826,0.232489,104.191,448.154,60226,443,6
103.105,172,17977,1.6682,174.356,104.517,36126,443,6
103.424,92,11786,0.889541,113.958,128.109,36256,443,6
102.876,188,245018,1.82745,2381.69,1303.29,443,36126,6
55.9166,13,5826,0.232489,104.191,448.154,60222,443,6
103.162,90,112258,0.872413,1088.17,1247.31,443,36256,6
56.6058,14,5912,0.247325,104.442,422.286,60852,443,6
55.9496,14,5912,0.250225,105.667,422.286,59152,443,6
55.9452,13,5826,0.23237,104.138,448.154,46308,443,6
55.9319,14,5912,0.250304,105.7,422.286,60220,443,6
55.9166,14,5912,0.250373,105.729,422.286,51710,443,6
55.922,14,5912,0.250348,105.719,422.286,57556,443,6
56.9381,13,5826,0.228318,102.322,448.154,60234,443,6
56.931,14,5912,0.245912,103.845,422.286,57576,443,6
57.0521,13,5826,0.227862,102.117,448.154,46282,443,6
56.8582,14,5912,0.246226,103.978,422.286,46378,443,6
103.712,63,75705,0.607451,729.953,1201.67,443,36434,6
56.8721,14,5912,0.246166,103.952,422.286,46354,443,6
57.077,14,5912,0.245283,103.579,422.286,46276,443,6
57.0561,14,5912,0.245373,103.617,422.286,57502,443,6
57.0057,14,5912,0.245589,103.709,422.286,60950,443,6
104.435,259,341142,2.48002,3266.56,1317.15,443,36360,6
56.8572,14,5912,0.246231,103.98,422.286,46392,443,6
57.0256,14,5912,0.245504,103.673,422.286,52054,443,6
56.87,14,5912,0.246176,103.956,422.286,57646,443,6
56.8711,14,5912,0.246171,103.954,422.286,57642,443,6
56.9061,14,5912,0.246019,103.89,422.286,60278,443,6
57.1174,14,5912,0.245109,103.506,422.286,51962,443,6
56.909,14,5912,0.246007,103.885,422.286,60260,443,6
56.9114,14,5912,0.245997,103.881,422.286,51734,443,6
57.0017,13,5826,0.228063,102.207,448.154,52074,443,6
56.9669,14,5912,0.245757,103.78,422.286,60190,443,6
57.0567,14,5912,0.24537,103.616,422.286,59132,443,6
104.396,132,165283,1.26441,1583.23,1252.14,443,35690,6
56.9392,14,5912,0.245876,103.83,422.286,57568,443,6
104.474,124,12914,1.1869,123.609,104.145,35690,443,6
57.0979,14,5912,0.245193,103.542,422.286,51988,443,6
104.359,139,15781,1.33194,151.218,113.532,35746,443,6
56.87,14,5912,0.246175,103.956,422.286,57648,443,6
57.0884,14,5912,0.245234,103.559,422.286,60894,443,6
104.57,49,8412,0.468585,80.4437,171.673,36244,443,6
57.109,14,5912,0.245145,103.521,422.286,51964,443,6
56.9061,14,5912,0.246019,103.89,422.286,57592,443,6
104.722,235,23083,2.24404,220.422,98.2255,36360,443,6
56.9183,13,5826,0.228398,102.357,448.154,59152,443,6
57.1137,14,5912,0.245125,103.513,422.286,51652,443,6
56.9383,14,5912,0.24588,103.832,422.286,46314,443,6
104.017,64,11456,0.615285,110.136,179,36434,443,6
57.0571,14,5912,0.245368,103.616,422.286,52026,443,6
104.339,132,15892,1.26511,152.311,120.394,36472,443,6
56.9014,14,5912,0.24604,103.899,422.286,52084,443,6
56.8979,14,5912,0.246055,103.906,422.286,52100,443,6
56.9377,14,5912,0.245883,103.833,422.286,51714,443,6
104.489,260,343728,2.48831,3289.62,1322.03,443,35744,6
57.0771,14,5912,0.245282,103.579,422.286,51668,443,6
104.273,150,194780,1.43854,1867.99,1298.53,443,35746,6
57.0657,13,5826,0.227808,102.093,448.154,57494,443,6
57.1104,14,5912,0.245139,103.519,422.286,60860,443,6
57.101,14,5912,0.245179,103.536,422.286,46268,443,6
57.002,14,5912,0.245606,103.716,422.286,60178,443,6
57.0889,14,5912,0.245231,103.558,422.286,51996,443,6
56.8992,14,5912,0.246049,103.903,422.286,46340,443,6
57.0756,14,5912,0.245289,103.582,422.286,60102,443,6
57.0548,13,5826,0.227851,102.112,448.154,51692,443,6
57.0531,14,5912,0.245385,103.623,422.286,46284,443,6
57.0523,13,5826,0.227861,102.117,448.154,60920,443,6
57.0483,14,5912,0.245406,103.632,422.286,60120,443,6
57.0314,14,5912,0.245479,103.662,422.286,60934,443,6
57.0259,13,5826,0.227967,102.164,448.154,52038,443,6
57.0146,14,5912,0.245551,103.693,422.286,60936,443,6
57.0131,14,5912,0.245558,103.696,422.286,60146,443,6
57.0057,13,5826,0.228047,102.2,448.154,60162,443,6
57.0022,14,5912,0.245604,103.715,422.286,57514,443,6
56.9822,14,5912,0.245691,103.752,422.286,57528,443,6
56.966,14,5912,0.24576,103.781,422.286,51694,443,6
56.9655,14,5912,0.245763,103.782,422.286,57540,443,6
56.964,13,5826,0.228214,102.275,448.154,60206,443,6
56.9385,14,5912,0.245879,103.831,422.286,59136,443,6
56.935,14,5912,0.245894,103.838,422.286,59166,443,6
56.9294,14,5912,0.245919,103.848,422.286,60242,443,6
56.9224,14,5912,0.245949,103.861,422.286,51718,443,6
56.9199,13,5826,0.228391,102.354,448.154,60244,443,6
56.9119,13,5826,0.228423,102.369,448.154,60966,443,6
56.9105,14,5912,0.246,103.882,422.286,46332,443,6
56.9075,14,5912,0.246013,103.888,422.286,60272,443,6
56.9052,14,5912,0.246023,103.892,422.286,51744,443,6
56.902,14,5912,0.246037,103.898,422.286,60974,443,6
56.9027,14,5912,0.246034,103.897,422.286,52082,443,6
56.9018,14,5912,0.246038,103.898,422.286,60280,443,6
56.9007,14,5912,0.246043,103.9,422.286,57600,443,6
56.901,14,5912,0.246041,103.9,422.286,59192,443,6
56.9,14,5912,0.246046,103.902,422.286,60288,443,6
57.0251,14,5912,0.245506,103.674,422.286,52040,443,6
56.8993,14,5912,0.246049,103.903,422.286,59168,443,6
56.8977,14,5912,0.246056,103.906,422.286,46348,443,6
56.886,14,5912,0.246106,103.927,422.286,60982,443,6
56.8828,14,5912,0.24612,103.933,422.286,51760,443,6
56.8736,14,5912,0.24616,103.95,422.286,57622,443,6
56.8718,14,5912,0.246168,103.953,422.286,57638,443,6
56.8715,14,5912,0.246169,103.954,422.286,51768,443,6
56.8695,14,5912,0.246178,103.957,422.286,51776,443,6
56.868,14,5912,0.246184,103.96,422.286,32768,443,6
56.8606,14,5912,0.246216,103.974,422.286,60298,443,6
56.8599,14,5912,0.246219,103.975,422.286,59184,443,6
56.8556,14,5912,0.246238,103.983,422.286,51782,443,6
56.8558,14,5912,0.246237,103.982,422.286,51794,443,6
57.0023,13,5826,0.228061,102.206,448.154,59144,443,6
104.029,127,158572,1.22082,1524.31,1248.6,443,36472,6
57.002,14,5912,0.245605,103.716,422.286,52062,443,6
104.578,220,22943,2.1037,219.387,104.286,35744,443,6
57.0432,14,5912,0.245428,103.641,422.286,60136,443,6
57.0342,14,5912,0.245467,103.657,422.286,57510,443,6
104.31,43,49926,0.412233,478.631,1161.07,443,36244,6
57.0572,14,5912,0.245368,103.615,422.286,52012,443,6
56.9178,14,5912,0.245969,103.869,422.286,59168,443,6
57.0943,14,5912,0.245208,103.548,422.286,51658,443,6
57.0071,14,5912,0.245583,103.706,422.286,46304,443,6
30.6727,158,200689,5.15116,6542.91,1270.18,443,53162,6
31.1785,152,15184,4.87515,487.002,99.8947,53162,443,6
0,1,116,0,0,116,32869,53,17
6.98164,3,202,0.429699,28.933,67.3333,853,51950,6
18.19,154,10872,8.46617,597.69,70.5974,35668,443,6
34.6794,107,136613,3.08541,3939.32,1276.76,443,52724,6
35.3394,23,7064,0.650831,199.89,307.13,53312,443,6
34.2285,82,10277,2.39566,300.247,125.329,53100,443,6
34.7525,100,9849,2.87749,283.404,98.49,52724,443,6
33.7734,81,100050,2.39834,2962.39,1235.19,443,53100,6
33.6178,217,281684,6.45491,8379,1298.08,443,53124,6
33.6716,81,97496,2.40559,2895.5,1203.65,443,53302,6
108.877,97,13403,0.890912,123.102,138.175,36490,443,6
109.489,154,16253,1.40654,148.445,105.539,36184,443,6
34.1087,191,17071,5.59975,500.489,89.377,53124,443,6
109.378,247,25465,2.25823,232.817,103.097,35936,443,6
109.2,295,389823,2.70147,3569.82,1321.43,443,35936,6
108.678,321,30785,2.95368,283.268,95.9034,36156,443,6
108.435,371,491502,3.42139,4532.67,1324.8,443,36156,6
109.24,161,209738,1.47382,1919.98,1302.72,443,36184,6
108.563,104,132507,0.957968,1220.55,1274.11,443,36490,6
18.19,204,276216,11.2149,15185,1354,443,35668,6
0,1,214,0,0,214,58922,443,6
3.15372,7,4981,2.2196,1579.4,711.571,853,36808,6
4.10266,13,4462,3.16867,1087.59,343.231,36808,853,6
36.2357,11,9086,0.303568,250.747,826,443,49238,6
0,1,78,0,0,78,0,0,58
0.46364,76,94564,163.92,203960,1244.26,443,53328,6
37.3848,125,13257,3.3436,354.609,106.056,53102,443,6
37.498,124,12853,3.30685,342.765,103.653,53188,443,6
36.9738,132,166546,3.57009,4504.43,1261.71,443,53188,6
37.3935,77,9755,2.05918,260.874,126.688,53328,443,6
0,1,86,0,0,86,0,0,58
111.937,55,63660,0.491349,568.714,1157.45,443,35814,6
112.068,79,12225,0.704926,109.085,154.747,35858,443,6
111.906,82,98931,0.732756,884.052,1206.48,443,35858,6
112.073,62,11330,0.553212,101.095,182.742,35814,443,6
36.904,131,165193,3.54975,4476.29,1261.02,443,53102,6
43.0204,12,7020,0.278938,163.179,585,53070,443,6
43.0204,12,7020,0.278938,163.178,585,53062,443,6
43.0204,11,6954,0.255693,161.644,632.182,53046,443,6
43.0206,11,6954,0.255691,161.644,632.182,53006,443,6
43.0207,11,6954,0.255691,161.643,632.182,52998,443,6
43.0207,11,6954,0.255691,161.643,632.182,52982,443,6
43.0207,11,6954,0.255691,161.643,632.182,52980,443,6
42.5098,11,6954,0.258764,163.586,632.182,52958,443,6
42.5089,11,6954,0.258769,163.589,632.182,52940,443,6
42.5091,11,6954,0.258768,163.589,632.182,52900,443,6
42.5091,11,6954,0.258768,163.589,632.182,52896,443,6
42.5092,11,6954,0.258767,163.588,632.182,52872,443,6
42.5093,11,6954,0.258767,163.588,632.182,52850,443,6
42.5104,11,6954,0.25876,163.584,632.182,52840,443,6
42.5094,11,6954,0.258766,163.587,632.182,52834,443,6
42.5094,11,6954,0.258766,163.587,632.182,52828,443,6
41.9985,11,6954,0.261914,165.577,632.182,52806,443,6
41.9976,11,6954,0.26192,165.581,632.182,52770,443,6
41.9986,11,6954,0.261914,165.577,632.182,52754,443,6
43.0205,11,6954,0.255692,161.644,632.182,53020,443,6
41.9976,11,6954,0.26192,165.581,632.182,52774,443,6
43.0206,11,6954,0.255692,161.644,632.182,53016,443,6
42.5093,11,6954,0.258767,163.588,632.182,52854,443,6
41.9985,11,6954,0.261914,165.577,632.182,52790,443,6
42.5099,11,6954,0.258763,163.585,632.182,52946,443,6
42.5088,11,6954,0.25877,163.59,632.182,52950,443,6
43.0206,11,6954,0.255691,161.643,632.182,53000,443,6
43.0205,11,6954,0.255692,161.644,632.182,53026,443,6
117.464,102,17132,0.868352,145.849,167.961,36798,443,6
42.5092,11,6954,0.258768,163.588,632.182,52886,443,6
43.0204,11,6954,0.255692,161.644,632.182,53040,443,6
42.5102,11,6954,0.258762,163.584,632.182,52876,443,6
42.509,11,6954,0.258769,163.589,632.182,52916,443,6
42.5102,11,6954,0.258761,163.584,632.182,52856,443,6
41.9975,11,6954,0.26192,165.581,632.182,52820,443,6
42.5088,11,6954,0.25877,163.59,632.182,52970,443,6
42.509,11,6954,0.258769,163.589,632.182,52928,443,6
44.5563,12,7020,0.269322,157.553,585,53086,443,6
119.372,469,616956,3.92891,5168.36,1315.47,443,35994,6
119.574,406,36287,3.39539,303.469,89.3768,35994,443,6
44.0467,11,4976,0.249735,112.971,452.364,52740,443,6
120.119,122,157165,1.01566,1308.41,1288.24,443,36096,6
120.347,111,14664,0.922334,121.848,132.108,36096,443,6
0,1,66,0,0,66,35888,443,6
94.72,31,25474,0.32728,268.94,821.742,32866,443,6
3.00428,3,456,0.998576,151.784,152,5353,5353,17
0,1,158,0,0,158,36570,443,6
52.7489,12,5860,0.227493,111.092,488.333,53208,443,6
55.3077,12,5860,0.216968,105.953,488.333,53226,443,6
54.7958,12,5860,0.218995,106.943,488.333,53220,443,6
54.7958,12,5860,0.218995,106.943,488.333,53218,443,6
