duration,packets,bytes,packetsPerSecond,bytesPerSecond,averagePacketSize,srcPort,dstPort,protocol
53.772,22,6646,0.409135,123.596,302.091,53172,443,6
54.7971,14,5584,0.255488,101.903,398.857,53156,443,6
54.2857,19,5644,0.35,103.969,297.053,52728,443,6
55.3077,12,5860,0.216968,105.953,488.333,53238,443,6
128.722,449,39753,3.48814,308.829,88.5367,36516,443,6
0,1,158,0,0,158,36706,443,6
56.8446,12,5860,0.211102,103.088,488.333,53284,443,6
56.8437,12,5860,0.211105,103.09,488.333,53254,443,6
56.8439,13,5390,0.228696,94.821,414.615,53204,443,6
57.3567,12,5860,0.209217,102.168,488.333,53268,443,6
57.3556,12,5860,0.209221,102.17,488.333,53288,443,6
127.527,37,4508,0.290134,35.3493,121.838,41227,443,17
1.08506,263,347629,242.383,320378,1321.78,443,36394,6
0.573784,85,7662,148.139,13353.5,90.1412,35826,443,6
0.681553,87,114024,127.65,167300,1310.62,443,35826,6
23.3803,31,5451,1.3259,233.145,175.839,59378,853,6
133.18,473,619995,3.55159,4655.33,1310.77,443,35844,6
10.754,211,15186,19.6207,1412.13,71.9716,36394,443,6
133.338,394,32338,2.95491,242.527,82.0761,35844,443,6
1.62823,460,611937,282.516,375831,1330.3,443,53116,6
1.63128,5,457,3.06507,280.148,91.4,36106,443,6
1.63129,4,323,2.45205,198.003,80.75,443,36106,6
1.18509,460,613394,388.157,517594,1333.47,443,53174,6
2.34705,270,359025,115.038,152969,1329.72,443,36410,6
12.05,189,13258,15.6846,1100.25,70.1481,36410,443,6
22.3837,17,7954,0.759481,355.348,467.882,853,59378,6
60.1433,376,31705,6.25174,527.158,84.3218,53174,443,6
134.506,296,381726,2.20065,2837.99,1289.61,443,36296,6
135.236,336,439571,2.48455,3250.4,1308.25,443,36010,6
133.871,469,619518,3.50336,4627.71,1320.93,443,36006,6
134.784,265,23914,1.96612,177.425,90.2415,36296,443,6
135.442,257,24351,1.8975,179.79,94.751,36010,443,6
134.514,335,439471,2.49045,3267.1,1311.85,443,35758,6
134.61,273,24579,2.02808,182.594,90.033,35758,443,6
135.605,262,22739,1.93208,167.685,86.7901,35806,443,6
133.997,425,35463,3.17171,264.655,83.4424,36006,443,6
61.1264,357,30097,5.84036,492.373,84.3053,53116,443,6
135.475,337,437968,2.48754,3232.82,1299.61,443,35806,6
0.306118,12,952,39.2006,3109.91,79.3333,36244,443,6
0.306146,12,16248,39.197,53072.7,1354,443,36244,6
1.17966,267,19318,226.335,16375.8,72.3521,35690,443,6
1.17967,341,451990,289.065,383150,1325.48,443,35690,6
3.74573,206,14508,54.9959,3873.21,70.4272,35728,443,6
3.75584,305,407062,81.2068,108381,1334.63,443,35728,6
0,1,54,0,0,54,443,36080,6
0,1,54,0,0,54,443,36172,6
0,1,54,0,0,54,443,36094,6
0,1,54,0,0,54,443,35970,6
0,1,54,0,0,54,443,36182,6
0,1,54,0,0,54,443,36310,6
0,1,54,0,0,54,443,36228,6
0,1,54,0,0,54,443,53312,6
0,1,54,0,0,54,443,36064,6
0,1,54,0,0,54,443,36056,6
0,1,194,0,0,194,36080,443,6
0,1,194,0,0,194,36094,443,6
0,1,194,0,0,194,36172,443,6
0,1,194,0,0,194,53312,443,6
0,1,194,0,0,194,36056,443,6
0,1,194,0,0,194,36228,443,6
0,1,194,0,0,194,35970,443,6
0,1,194,0,0,194,36182,443,6
0,1,194,0,0,194,36310,443,6
0,1,194,0,0,194,36064,443,6
67.1344,395,32887,5.88372,489.868,83.2582,53140,443,6
66.6291,471,617039,7.06898,9260.8,1310.06,443,53140,6
141.094,471,623686,3.3382,4420.35,1324.17,443,35992,6
141,475,631528,3.3688,4478.92,1329.53,443,35846,6
141.302,360,31941,2.54773,226.047,88.725,35992,443,6
140.503,409,37851,2.91096,269.396,92.5452,35846,443,6
0,1,194,0,0,194,36038,443,6
0,1,78,0,0,78,36196,443,6
0,1,1354,0,0,1354,443,36196,6
0,1,194,0,0,194,36254,443,6
0,1,194,0,0,194,36114,443,6
2.0026,4,216,1.99741,107.86,54,53188,443,6
0,1,194,0,0,194,36458,443,6
0,1,194,0,0,194,36370,443,6
2.00265,4,414,1.99736,206.726,103.5,443,53188,6
0,1,194,0,0,194,36034,443,6
3.25887,3,222,0.920564,68.1218,74,443,32860,6
0,1,54,0,0,54,443,35936,6
0,1,54,0,0,54,853,37626,6
0,1,54,0,0,54,36472,443,6
0,1,115,0,0,115,51977,53,17
0,1,107,0,0,107,47417,53,17
0.443612,2,670,4.50844,1510.33,335,45268,443,17
0,1,132,0,0,132,443,45268,17
0,1,109,0,0,109,44745,53,17
0,1,107,0,0,107,60792,53,17
0,1,111,0,0,111,36641,53,17
0,1,111,0,0,111,54662,53,17
0,1,115,0,0,115,34892,53,17
0,1,78,0,0,78,443,36472,6
4.20617,5,492,1.18873,116.971,98.4,443,53102,6
4.35385,5,402,1.14841,92.3322,80.4,35774,443,6
2.0836,4,296,1.91976,142.062,74,34218,853,6
3.59818,5,354,1.38959,98.383,70.8,53102,443,6
2.08359,4,376,1.91977,180.458,94,853,34218,6
0,1,66,0,0,66,443,55960,6
6.23762,5,354,0.801588,56.7524,70.8,35788,443,6
8.1318,5,310,0.61487,38.122,62,54524,853,6
5.26143,30,2052,5.70187,390.008,68.4,35808,443,6
6.13734,2,258,0.325874,42.0377,129,443,36048,6
6.13732,2,108,0.325875,17.5972,54,36048,443,6
3.9067,5,492,1.27985,125.938,98.4,443,35788,6
3.00273,4,860,1.33212,286.406,215,33727,1900,17
0,1,158,0,0,158,0,0,58
8.72057,7,462,0.8027,52.9782,66,45648,853,6
11.5294,33,2286,2.86226,198.276,69.2727,53100,443,6
8.78206,51,3510,5.8073,399.679,68.8235,35898,443,6
7.709,26,1860,3.37268,241.276,71.5385,35668,443,6
11.5294,33,37736,2.86224,3273.02,1143.52,443,53100,6
13.0427,3,1145,0.230013,87.7882,381.667,443,35774,6
9.4847,26,33350,2.74126,3516.19,1282.69,443,35668,6
7.01977,4,276,0.569819,39.3175,69,853,54524,6
7.24119,4,276,0.552395,38.1153,69,853,45648,6
3.00186,4,860,1.33251,286.489,215,60952,1900,17
0,1,86,0,0,86,443,49238,6
0,1,95,0,0,95,59482,443,6
10.3914,12,984,1.1548,94.6933,82,5353,5353,17
14.0596,30,37370,2.13378,2657.97,1245.67,443,35808,6
0,1,78,0,0,78,36138,443,6
0,1,115,0,0,115,57930,53,17
0,1,111,0,0,111,44673,53,17
0,1,111,0,0,111,38852,53,17
0,1,109,0,0,109,43240,53,17
17.4235,61,78573,3.50103,4509.61,1288.08,443,35898,6
0,1,107,0,0,107,48793,53,17
0,1,115,0,0,115,46581,53,17
17.3556,29,39266,1.67093,2262.44,1354,443,36316,6
17.3566,29,2262,1.67084,130.325,78,36316,443,6
0,1,116,0,0,116,51504,53,17
19.3725,125,8286,6.45245,427.72,66.288,36476,443,6
0,1,107,0,0,107,50700,53,17
13.3396,9,750,0.674683,56.2236,83.3333,35718,853,6
5.17742,5,470,0.965733,90.7789,94,853,35718,6
11.8045,7,462,0.592992,39.1375,66,34960,853,6
24.8605,153,200183,6.15435,8052.26,1308.39,443,36476,6
0,1,86,0,0,86,35974,443,6
28.161,2,228,0.0710202,8.0963,114,41948,443,6
0,1,78,0,0,78,35682,443,6
14.9231,7,462,0.469071,30.9587,66,56780,853,6
6.98516,4,276,0.572642,39.5123,69,853,34960,6
5.00973,2,164,0.399223,32.7363,82,0,0,58
5.0134,2,164,0.398931,32.7123,82,0,0,58
21.9291,23,31142,1.04884,1420.12,1354,443,36426,6
21.9302,23,1794,1.04878,81.8051,78,36426,443,6
0,1,116,0,0,116,59846,53,17
0,1,111,0,0,111,38051,53,17
0,1,109,0,0,109,33296,53,17
0,1,115,0,0,115,46279,53,17
0,1,111,0,0,111,60125,53,17
0,1,109,0,0,109,57698,53,17
0,1,54,0,0,54,443,36138,6
0,1,115,0,0,115,42502,53,17
0,1,107,0,0,107,56504,53,17
0,1,107,0,0,107,39683,53,17
6.99218,4,276,0.572068,39.4727,69,853,56780,6
30.6657,25,33850,0.815244,1103.84,1354,443,35750,6
30.6667,25,2150,0.815216,70.1086,86,35750,443,6
3.84621,5,470,1.29998,122.198,94,853,35356,6
14.217,9,750,0.633045,52.7538,83.3333,35356,853,6
0,1,54,0,0,54,443,35682,6
0,1,150,0,0,150,58922,443,6
13.4913,7,462,0.518854,34.2443,66,46264,853,6
42.7669,184,12216,4.30239,285.641,66.3913,35746,443,6
0,1,54,0,0,54,443,35974,6
0,1,86,0,0,86,35872,443,6
6.98245,4,276,0.572865,39.5277,69,853,46264,6
44.1458,73,6518,1.65361,147.647,89.2877,35930,443,6
44.1451,76,102387,1.7216,2319.33,1347.2,443,35930,6
0,1,78,0,0,78,36270,443,6
45.3733,28,2200,0.617103,48.4866,78.5714,36154,443,6
43.8759,239,315488,5.44718,7190.46,1320.03,443,53290,6
16.4799,7,462,0.424759,28.0341,66,33380,853,6
45.3723,28,37792,0.617116,832.931,1349.71,443,36154,6
48.8168,208,279032,4.26083,5715.9,1341.5,443,35746,6
43.8759,187,12582,4.26202,286.763,67.2834,53290,443,6
0,1,109,0,0,109,44689,53,17
0,1,111,0,0,111,55026,53,17
0,1,107,0,0,107,48193,53,17
0,1,109,0,0,109,56927,53,17
0,1,107,0,0,107,44332,53,17
0,1,115,0,0,115,46550,53,17
0,1,111,0,0,111,37816,53,17
0,1,115,0,0,115,35853,53,17
0,1,116,0,0,116,53333,53,17
46.6605,126,8736,2.70036,187.225,69.3333,53300,443,6
3.00346,4,860,1.3318,286.337,215,39084,1900,17
48.5953,163,218773,3.35424,4501.94,1342.17,443,53300,6
7.18869,4,276,0.55643,38.3937,69,853,33380,6
3.00159,6,492,1.99894,163.913,82,5353,5353,17
0,1,66,0,0,66,443,35872,6
2.99427,4,376,1.33589,125.573,94,853,55510,6
54.9357,172,13416,3.13094,244.213,78,36018,443,6
18.4254,8,676,0.434184,36.6886,84.5,55510,853,6
16.9534,7,462,0.412896,27.2511,66,53796,853,6
0,1,78,0,0,78,36196,443,6
62.1101,244,16392,3.92851,263.919,67.1803,36132,443,6
62.1101,255,339734,4.10561,5469.87,1332.29,443,36132,6
0,1,54,0,0,54,443,36270,6
17.749,7,462,0.394388,26.0296,66,53700,853,6
63.999,7,732,0.109377,11.4377,104.571,55960,443,6
60.6536,178,237933,2.9347,3922.82,1336.7,443,36018,6
0,1,95,0,0,95,59482,443,6
0,1,115,0,0,115,57313,53,17
0,1,116,0,0,116,35677,53,17
6.98247,4,276,0.572863,39.5275,69,853,53796,6
0,1,111,0,0,111,38233,53,17
0,1,115,0,0,115,33703,53,17
0,1,111,0,0,111,50880,53,17
0,1,107,0,0,107,50790,53,17
0,1,107,0,0,107,58972,53,17
0,1,109,0,0,109,55215,53,17
0,1,109,0,0,109,34156,53,17
29.183,6,492,0.205599,16.8591,82,36332,443,6
6.87746,4,276,0.58161,40.1311,69,853,53700,6
68.4255,267,359790,3.90205,5258.13,1347.53,443,36490,6
68.3824,200,13284,2.92473,194.26,66.42,36490,443,6
63.313,126,9856,1.99011,155.671,78.2222,35778,443,6
61.952,13,2003,0.20984,32.3315,154.077,49238,443,6
67.6054,265,18462,3.9198,273.085,69.6679,36096,443,6
71.6799,146,9732,2.03683,135.77,66.6575,35888,443,6
65.9034,123,163942,1.86637,2487.61,1332.86,443,35778,6
64.8785,257,343419,3.96125,5293.27,1336.26,443,36344,6
64.8767,215,14562,3.31398,224.456,67.7302,36344,443,6
72.1288,166,12012,2.30144,166.535,72.3614,53124,443,6
70.8529,154,10320,2.17352,145.654,67.013,36282,443,6
3.14465,5,470,1.59,149.46,94,853,50136,6
16.9551,7,462,0.412856,27.2485,66,54444,853,6
19.4849,9,750,0.461895,38.4913,83.3333,50136,853,6
28.2692,4,2828,0.141497,100.038,707,443,36332,6
14.1779,7,462,0.493727,32.586,66,56840,853,6
66.2118,162,215460,2.44669,3254.1,1330,443,35888,6
73.2796,193,259259,2.63375,3537.94,1343.31,443,53124,6
42.4738,8,1502,0.188352,35.363,187.75,443,36570,6
73.6088,185,247249,2.51328,3358.96,1336.48,443,36282,6
0,1,109,0,0,109,54007,53,17
0,1,116,0,0,116,50372,53,17
0,1,115,0,0,115,50458,53,17
0,1,115,0,0,115,35387,53,17
0,1,107,0,0,107,51979,53,17
0,1,107,0,0,107,38081,53,17
0,1,111,0,0,111,47649,53,17
0,1,111,0,0,111,35112,53,17
5.01044,2,164,0.399166,32.7316,82,0,0,58
5.01368,2,164,0.398909,32.7105,82,0,0,58
74.031,190,14616,2.56649,197.431,76.9263,35956,443,6
5.93397,4,276,0.674085,46.5118,69,853,56840,6
74.7438,198,265800,2.64905,3556.15,1342.42,443,35956,6
73.0226,203,274862,2.77996,3764.07,1354,443,35966,6
73.0236,200,17232,2.73884,235.978,86.16,35966,443,6
6.98548,4,276,0.572617,39.5105,69,853,54444,6
12.3325,9,750,0.729779,60.8149,83.3333,52606,853,6
2.43174,5,470,2.05614,193.277,94,853,52606,6
48.5299,7,1275,0.144241,26.2724,182.143,443,36706,6
74.8622,222,299288,2.96545,3997.85,1348.14,443,36076,6
77.6509,309,408696,3.97935,5263.25,1322.64,443,36096,6
74.0414,203,14286,2.74171,192.946,70.3744,36076,443,6
0,1,78,0,0,78,36316,443,6
0,1,114,0,0,114,41948,443,6
0,1,214,0,0,214,46308,443,6
0,1,214,0,0,214,60222,443,6
79.3886,151,11082,1.90204,139.592,73.3907,35744,443,6
0,1,214,0,0,214,60226,443,6
0,1,114,0,0,114,36026,443,6
91.8553,209,14306,2.27532,155.745,68.4498,35858,443,6
0,1,78,0,0,78,36426,443,6
0,1,214,0,0,214,60920,443,6
0,1,214,0,0,214,60244,443,6
0,1,214,0,0,214,60162,443,6
0,1,214,0,0,214,60234,443,6
0,1,214,0,0,214,52074,443,6
0,1,214,0,0,214,59152,443,6
0,1,214,0,0,214,59144,443,6
0,1,214,0,0,214,46282,443,6
0,1,107,0,0,107,41033,53,17
0,1,111,0,0,111,34337,53,17
0,1,214,0,0,214,60206,443,6
0,1,107,0,0,107,37226,53,17
0,1,115,0,0,115,53809,53,17
0,1,214,0,0,214,52038,443,6
0,1,109,0,0,109,59692,53,17
0,1,115,0,0,115,45357,53,17
0,1,111,0,0,111,36565,53,17
0,1,214,0,0,214,57494,443,6
22.16,10,624,0.451263,28.1588,62.4,42990,853,6
0,1,214,0,0,214,51692,443,6
0,1,116,0,0,116,48448,53,17
0,1,214,0,0,214,60966,443,6
0,1,86,0,0,86,35750,443,6
20.0138,7,462,0.349759,23.0841,66,53584,853,6
90.5737,162,10956,1.7886,120.962,67.6296,35984,443,6
93.3619,187,249956,2.00296,2677.28,1336.66,443,35984,6
0,1,134,0,0,134,36768,443,6
2.36543,3,282,1.26827,119.217,94,853,50258,6
5.98844,4,276,0.667953,46.0888,69,853,53584,6
17.5195,7,602,0.399556,34.3618,86,50258,853,6
18.1831,8,552,0.439968,30.3578,69,853,42990,6
94.0593,193,258155,2.0519,2744.6,1337.59,443,35744,6
16.0312,7,462,0.436649,28.8188,66,56906,853,6
0,1,111,0,0,111,55960,443,6
101.895,223,298719,2.18853,2931.64,1339.55,443,35858,6
0,1,66,0,0,66,443,36426,6
0,1,86,0,0,86,35930,443,6
3.00391,3,396,0.998699,131.828,132,5353,5353,17
3.00391,3,456,0.998697,151.802,152,5353,5353,17
105.473,5,430,0.0474054,4.07687,86,0,0,58
105.473,5,390,0.0474054,3.69762,78,0,0,58
15.476,7,462,0.452312,29.8526,66,48528,853,6
104.39,239,317660,2.28949,3043.01,1329.12,443,35786,6
104.39,236,15908,2.26076,152.39,67.4068,35786,443,6
0,1,115,0,0,115,38829,53,17
0,1,109,0,0,109,36089,53,17
0,1,115,0,0,115,39293,53,17
6.9885,4,276,0.572369,39.4935,69,853,56906,6
0,1,107,0,0,107,55634,53,17
0,1,111,0,0,111,46120,53,17
0,1,107,0,0,107,44507,53,17
0,1,163,0,0,163,50590,53,17
0,1,111,0,0,111,53263,53,17
45.5328,7,1275,0.153735,28.0018,182.143,443,36798,6
5.988,4,276,0.668002,46.0922,69,853,48528,6
112.352,196,13848,1.74452,123.256,70.6531,53328,443,6
106.512,196,13080,1.84017,122.804,66.7347,35814,443,6
0,1,158,0,0,158,49238,443,6
116.295,161,11406,1.38441,98.0784,70.8447,35820,443,6
112.934,191,13338,1.69125,118.104,69.8325,35856,443,6
118.526,228,303222,1.92363,2558.28,1329.92,443,53328,6
111.926,228,306112,2.03706,2734.95,1342.6,443,35814,6
2.73759,4,376,1.46114,137.347,94,853,39992,6
20.7771,7,582,0.336909,28.0116,83.1429,39992,853,6
115.451,195,13254,1.68903,114.802,67.9692,35712,443,6
0,1,116,0,0,116,34113,53,17
0,1,111,0,0,111,54071,53,17
0,1,111,0,0,111,45468,53,17
0,1,115,0,0,115,35281,53,17
0,1,66,0,0,66,443,35930,6
0,1,115,0,0,115,56460,53,17
0,1,107,0,0,107,55039,53,17
0,1,163,0,0,163,43149,53,17
19.7864,7,462,0.353779,23.3494,66,42436,853,6
0,1,107,0,0,107,40962,53,17
0,1,116,0,0,116,46770,53,17
0,1,109,0,0,109,57361,53,17
121.492,187,251674,1.5392,2071.53,1345.85,443,35820,6
123.759,207,13782,1.67261,111.362,66.5797,36242,443,6
0,1,109,0,0,109,47268,53,17
5.01432,2,164,0.398858,32.7063,82,0,0,58
19.9342,7,462,0.351155,23.1762,66,41876,853,6
5.0111,2,164,0.399114,32.7273,82,0,0,58
124.129,230,15500,1.85291,124.87,67.3913,35946,443,6
6.98322,4,276,0.572802,39.5233,69,853,42436,6
122.903,221,296634,1.79816,2413.56,1342.24,443,35856,6
125.688,152,11296,1.20935,89.8735,74.3158,35770,443,6
7.34589,4,276,0.544522,37.572,69,853,41876,6
131.568,229,307466,1.74055,2336.94,1342.65,443,36242,6
131.928,243,326422,1.84191,2474.24,1343.3,443,35946,6
124.625,205,274970,1.64494,2206.39,1341.32,443,35712,6
1.77195,4,376,2.2574,212.196,94,853,59342,6
10.8216,10,3228,0.924075,298.291,322.8,443,32866,6
15.5428,7,462,0.450368,29.7243,66,36624,853,6
31.0938,9,910,0.289447,29.2663,101.111,32866,443,6
18.3404,8,676,0.436194,36.8584,84.5,59342,853,6
129.232,216,14424,1.67141,111.613,66.7778,36184,443,6
0,1,86,0,0,86,0,0,58
14.1226,7,462,0.495658,32.7134,66,56560,853,6
0,1,78,0,0,78,0,0,58
5.99626,4,276,0.667082,46.0287,69,853,36624,6
133.545,229,307466,1.71478,2302.34,1342.65,443,36184,6
0,1,109,0,0,109,36209,53,17
0,1,109,0,0,109,39134,53,17
0,1,111,0,0,111,54306,53,17
0,1,116,0,0,116,56266,53,17
0,1,116,0,0,116,50174,53,17
0,1,107,0,0,107,58681,53,17
0,1,115,0,0,115,48866,53,17
0,1,111,0,0,111,37295,53,17
0,1,107,0,0,107,59454,53,17
0,1,163,0,0,163,33989,53,17
134.693,187,250598,1.38834,1860.51,1340.1,443,35770,6
0,1,115,0,0,115,57777,53,17
3.32669,5,470,1.503,141.282,94,853,38462,6
12.429,9,750,0.724114,60.3428,83.3333,38462,853,6
6.57508,4,276,0.608357,41.9766,69,853,56560,6
135.811,201,13414,1.47999,98.7694,66.7363,36434,443,6
5.99126,4,276,0.66764,46.0671,69,853,40944,6
10.4345,7,462,0.670848,44.276,66,49702,853,6
9.84268,7,462,0.711188,46.9384,66,40944,853,6
138.711,169,11250,1.21836,81.104,66.568,36256,443,6
140.911,197,13650,1.39804,96.8696,69.2893,36126,443,6
136.126,137,9646,1.00642,70.861,70.4088,35754,443,6
140.617,178,239712,1.26585,1704.72,1346.7,443,36256,6
144.939,229,17158,1.57997,118.381,74.9258,35800,443,6
144.847,194,13344,1.33935,92.125,68.7835,35684,443,6
143.661,223,299342,1.55226,2083.67,1342.34,443,36434,6
